Ticker,Date,Strategy,EntryPrice,MarketRegime,Ret5d,SpyRet5d,BeatSpy5d,Ret10d,SpyRet10d,BeatSpy10d,Ret20d,SpyRet20d,BeatSpy20d
EVRG,2025-12-23,box_bottom,72.57,bull,-0.11,-0.88,true,0.51,0.23,true,4.30,0.18,true
EW,2026-02-06,box_bottom,78.71,bull,-3.61,-1.28,false,4.74,-1.19,true,7.05,-1.79,true
EXC,2025-11-14,box_bottom,45.94,bull,-0.41,-1.92,true,-0.54,1.24,false,-4.51,1.31,false
EXC,2025-12-09,box_bottom,43.76,bull,0.00,-0.61,true,-0.69,0.72,false,-0.71,0.95,false
EXC,2026-04-23,box_bottom,46.75,bull,-1.63,1.44,false,-5.01,3.26,false,-2.99,4.84,false
EXC,2026-05-18,box_bottom,43.97,bull,4.69,1.62,true,2.34,2.83,false,5.96,1.58,true
F,2026-05-13,squeeze_breakout,13.57,bull,-2.58,-0.14,false,22.70,1.66,true,8.40,-0.61,true
FANG,2025-12-29,box_bottom,148.57,bull,-2.76,0.58,false,1.78,0.86,true,7.88,1.10,true
FAST,2025-11-21,box_bottom,39.91,bear,0.60,3.22,false,2.23,3.73,false,4.61,3.91,true
FDX,2026-03-17,box_bottom,285.79,bear,1.49,-2.63,true,0.43,-3.05,true,2.89,4.35,false
FE,2025-12-17,box_bottom,44.50,bear,0.79,2.83,false,1.71,1.75,false,6.38,3.02,true
FIS,2026-03-30,box_bottom,47.45,bear,-2.61,4.31,false,-0.99,9.89,false,-2.42,12.61,false
FITB,2025-10-13,box_bottom,42.20,bull,-0.95,1.25,false,0.59,3.35,false,2.20,2.78,false
FOX,2025-10-13,box_bottom,51.95,bull,0.31,1.25,false,5.51,3.35,true,15.59,2.78,true
FOX,2025-10-14,box_bottom,52.11,bull,0.69,1.37,false,4.64,3.75,true,15.12,3.14,true
FOXA,2025-10-13,box_bottom,58.10,bull,0.14,1.25,false,5.46,3.35,true,14.51,2.78,true
FOXA,2025-10-14,box_bottom,58.11,bull,1.07,1.37,false,5.16,3.75,true,14.33,3.14,true
FOXA,2026-05-11,squeeze_breakout,67.72,bull,-2.73,-0.09,false,-4.08,1.53,false,0.89,-0.30,true
FRT,2026-03-26,box_bottom,103.70,bear,2.98,1.66,true,5.16,5.33,false,7.08,10.67,false
FTNT,2026-01-21,box_bottom,75.75,bull,8.36,1.46,true,7.09,0.12,true,7.82,-0.13,true
FTV,2026-05-20,box_bottom,59.03,bull,0.24,1.80,false,4.13,2.14,true,3.39,0.74,true
GDDY,2025-10-13,box_bottom,132.41,bull,0.04,1.25,false,-0.40,3.35,false,-0.73,2.78,false
GDDY,2026-01-06,box_bottom,119.82,bull,-8.80,0.28,false,-13.09,-0.93,false,-20.12,-0.81,false
GEHC,2026-01-30,box_bottom,78.97,bull,2.13,-0.20,true,1.73,-1.48,true,1.51,-0.81,true
GEN,2025-10-13,box_bottom,26.70,bull,0.00,1.25,false,0.52,3.35,false,-1.31,2.78,false
GEN,2025-10-15,box_bottom,27.04,bull,0.63,0.40,true,-4.40,3.34,false,-0.15,2.74,false
GEN,2025-10-20,box_bottom,26.70,bull,0.52,2.08,false,-1.57,1.79,false,-2.10,-0.84,false
GEN,2026-01-06,box_bottom,26.21,bull,0.27,0.28,false,-3.85,-0.93,false,-12.51,-0.81,false
GEN,2026-01-23,box_bottom,25.41,bull,-5.59,0.40,false,-4.57,0.20,false,-14.80,-0.99,false
GEN,2026-01-26,box_bottom,25.63,bull,-7.18,0.39,false,-4.02,0.18,false,-14.28,-0.78,false
GILD,2026-03-25,box_bottom,138.26,bear,1.48,-0.24,true,2.77,3.52,false,-3.34,7.86,false
GILD,2026-04-23,box_bottom,133.64,bull,-2.10,1.44,false,0.31,3.26,false,-2.35,4.84,false
GIS,2025-12-10,box_bottom,45.71,bull,6.34,-2.35,true,2.82,0.41,true,-2.43,0.95,false
GL,2026-03-19,box_bottom,137.71,bear,0.79,-2.23,true,3.55,-0.60,true,10.28,7.63,true
GL,2026-03-23,box_bottom,137.38,bear,-0.68,-3.57,true,4.63,0.59,true,9.86,7.43,true
GLW,2025-11-19,box_bottom,81.69,bear,2.34,2.57,false,4.60,3.28,true,6.35,2.09,true
GOOG,2026-06-11,box_bottom,356.56,bull,3.06,1.22,true,-6.13,-1.19,false,-1.65,1.55,false
GOOGL,2026-06-11,box_bottom,357.77,bull,2.87,1.22,true,-5.70,-1.19,false,-1.47,1.55,false
GPC,2025-11-05,box_bottom,124.59,bull,2.01,0.86,true,0.65,-2.21,true,4.61,1.01,true
GPC,2025-11-06,box_bottom,125.03,bull,2.16,0.26,true,0.00,-2.65,true,4.17,2.29,true
GPC,2026-01-05,box_bottom,123.38,bull,4.73,1.08,true,6.96,-1.47,true,15.77,0.26,true
GPN,2026-02-18,squeeze_breakout,81.26,bear,-4.09,1.00,false,-4.54,-0.17,false,-14.30,-3.62,false
GS,2026-01-05,squeeze_breakout,948.44,bull,0.12,1.08,false,-0.53,-1.47,true,-1.00,0.26,false
HAS,2026-06-01,box_bottom,85.07,bull,-1.80,-2.55,true,-0.09,-0.49,true,-2.92,-1.55,false
HBAN,2025-10-13,box_bottom,15.90,bull,-0.38,1.25,false,-1.64,3.35,false,-0.57,2.78,false
HCA,2025-11-24,squeeze_breakout,501.04,bear,-0.15,1.91,false,-2.50,2.14,false,-5.39,2.88,false
HCA,2026-03-25,box_bottom,484.02,bear,-1.92,-0.24,false,4.79,3.52,true,-2.06,7.86,false
HD,2025-10-13,box_bottom,379.37,bull,2.51,1.25,true,1.56,3.35,false,-2.36,2.78,false
HD,2026-03-09,box_bottom,353.56,bear,-3.11,-1.36,false,-6.41,-3.37,false,-9.84,-2.81,false
HD,2026-03-10,box_bottom,357.15,bear,-4.40,-0.94,false,-7.35,-3.54,false,-5.88,-0.17,false
HD,2026-05-05,box_bottom,315.42,bull,-1.57,1.99,false,-4.12,1.38,false,-0.78,4.21,false
HIG,2025-10-21,box_bottom,125.10,bull,-1.93,2.35,false,2.27,0.59,true,6.41,-1.67,true
HIG,2025-10-24,box_bottom,125.11,bull,-0.74,0.71,false,3.44,-0.93,true,9.06,-2.69,true
HIG,2026-01-21,box_bottom,129.56,bull,0.86,1.46,false,8.72,0.12,true,8.30,-0.13,true
HIG,2026-01-22,box_bottom,129.95,bull,1.86,0.73,true,9.50,-1.65,true,9.42,0.07,true
HIG,2026-01-26,box_bottom,130.74,bull,4.92,0.39,true,6.61,0.18,true,7.50,-0.78,true
HIG,2026-03-16,box_bottom,134.75,bear,0.50,-2.04,true,-0.23,-5.54,true,2.98,3.80,false
HIG,2026-03-17,box_bottom,135.33,bear,0.06,-2.63,true,-0.07,-3.05,true,2.53,4.35,false
HIG,2026-03-20,box_bottom,132.65,bear,-0.25,-2.23,true,2.84,1.60,true,4.74,9.27,false
HON,2026-03-23,box_bottom,233.89,bear,0.21,-3.57,true,0.37,0.59,false,-0.35,7.43,false
HON,2026-03-25,box_bottom,236.80,bear,1.07,-0.24,true,4.55,3.52,true,-5.07,7.86,false
HON,2026-03-26,box_bottom,236.15,bear,1.90,1.66,true,4.38,5.33,false,-5.33,10.67,false
HON,2026-04-30,box_bottom,224.78,bull,0.81,1.80,false,1.58,4.11,false,10.98,5.26,true
HOOD,2026-05-28,squeeze_breakout,84.84,bull,4.11,0.33,true,8.71,-2.23,true,16.32,-3.39,true
HPQ,2026-05-22,squeeze_breakout,25.24,bull,16.24,1.73,true,0.55,-0.86,true,-6.22,-1.62,false
HRL,2026-03-17,box_bottom,22.92,bear,-1.18,-2.63,true,-1.18,-3.05,true,-9.86,4.35,false
HRL,2026-03-18,box_bottom,22.71,bear,1.50,-0.70,true,-2.99,-0.94,false,-7.97,6.08,false
HSIC,2025-10-14,box_bottom,63.39,bull,1.33,1.37,false,-0.28,3.75,false,15.51,3.14,true
HSIC,2025-10-15,box_bottom,63.25,bull,0.41,0.40,true,-1.47,3.34,false,15.16,2.74,true
HSIC,2025-10-17,box_bottom,62.98,bull,1.37,1.94,false,0.35,2.66,false,13.42,1.13,true
HST,2025-11-06,squeeze_breakout,17.32,bull,1.44,0.26,true,-2.94,-2.65,false,-0.35,2.29,false
HST,2026-07-09,box_bottom,23.16,bull,2.20,-0.13,true,0.00,0.00,false,0.00,0.00,false
HSY,2025-10-27,box_bottom,181.45,bull,-10.55,-0.28,false,-6.91,-0.55,false,2.40,-2.41,true
IBM,2025-10-24,squeeze_breakout,307.46,bull,-0.02,0.71,false,-0.35,-0.93,true,-3.26,-2.69,false
ICE,2025-10-13,box_bottom,158.75,bull,-2.18,1.25,false,0.69,3.35,false,-5.83,2.78,false
ICE,2025-10-20,box_bottom,155.29,bull,2.93,2.08,true,-6.25,1.79,false,-3.19,-0.84,false
ICE,2026-01-05,squeeze_breakout,165.62,bull,0.38,1.08,false,3.22,-1.47,true,-1.54,0.26,false
IDXX,2026-02-04,box_bottom,642.94,bull,0.90,0.84,true,-1.90,-0.25,false,-3.74,-0.71,false
IDXX,2026-02-09,box_bottom,639.79,bull,-2.13,-1.60,false,1.48,-0.95,true,-6.40,-2.42,false
IEX,2025-11-20,box_bottom,163.00,bear,6.71,4.73,true,8.92,5.08,true,9.07,4.30,true
IEX,2026-03-17,box_bottom,190.39,bear,1.31,-2.63,true,-0.44,-3.05,true,4.80,4.35,true
INVH,2025-10-13,box_bottom,28.25,bull,1.24,1.25,false,2.23,3.35,false,-0.74,2.78,false
INVH,2026-03-23,box_bottom,24.76,bear,0.04,-3.57,true,3.47,0.59,true,8.80,7.43,true
IQV,2026-01-05,squeeze_breakout,234.59,bull,2.67,1.08,true,-0.38,-1.47,true,-13.14,0.26,false
IR,2025-10-14,box_bottom,77.24,bull,3.00,1.37,true,2.08,3.75,false,0.12,3.14,false
IR,2025-10-17,box_bottom,77.22,bull,3.32,1.94,true,-1.15,2.66,false,-2.27,1.13,false
IR,2025-11-20,box_bottom,74.54,bear,7.78,4.73,true,7.14,5.08,true,6.36,4.30,true
IR,2026-07-16,squeeze_breakout,84.78,bull,0.00,0.00,false,0.00,0.00,false,0.00,0.00,false
ISRG,2026-03-31,box_bottom,460.99,bear,0.28,3.95,false,1.60,7.63,false,-1.55,9.42,false
ISRG,2026-07-01,box_bottom,402.38,bull,2.28,0.80,true,-0.01,0.67,false,0.00,0.00,false
ITW,2025-10-14,box_bottom,248.09,bull,3.65,1.37,true,-0.89,3.75,false,-1.10,3.14,false
ITW,2025-10-15,box_bottom,247.69,bull,2.13,0.40,true,-2.29,3.34,false,-0.91,2.74,false
ITW,2026-03-16,box_bottom,268.64,bear,-2.19,-2.04,false,-4.63,-5.54,true,1.34,3.80,false
ITW,2026-03-17,box_bottom,267.74,bear,-1.01,-2.63,true,-2.78,-3.05,true,-1.25,4.35,false
ITW,2026-05-18,box_bottom,249.46,bull,0.38,1.62,false,-0.35,2.83,false,6.54,1.58,true
ITW,2026-05-19,box_bottom,247.37,bull,1.18,2.28,false,1.17,2.80,false,5.96,0.99,true
J,2026-02-04,squeeze_breakout,143.33,bull,-0.68,0.84,false,-2.80,-0.25,false,-5.04,-0.71,false
JBHT,2026-07-16,squeeze_breakout,298.41,bull,0.00,0.00,false,0.00,0.00,false,0.00,0.00,false
JNJ,2026-03-24,box_bottom,235.27,bear,3.90,-0.43,true,2.56,3.50,false,-3.90,8.88,false
JPM,2026-01-28,box_bottom,300.77,bull,5.49,-1.33,true,3.34,-0.50,true,1.78,-0.88,true
KDP,2026-01-06,box_bottom,27.34,bull,1.39,0.28,true,1.32,-0.93,true,4.06,-0.81,true
KEY,2025-10-17,box_bottom,16.96,bull,5.07,1.94,true,3.71,2.66,true,3.89,1.13,true
KEY,2026-03-04,box_bottom,20.71,bear,-5.12,-1.28,false,-7.92,-3.46,false,-1.79,-4.36,true
KHC,2026-01-08,box_bottom,23.43,bull,3.46,0.40,true,-0.98,-0.04,false,5.16,0.16,true
KIM,2025-10-13,box_bottom,21.05,bull,4.51,1.25,true,6.27,3.35,true,-3.42,2.78,false
KIM,2025-11-07,box_bottom,20.54,bull,-0.58,0.14,false,-0.88,-1.78,true,-3.70,1.89,false
KLAC,2026-01-05,squeeze_breakout,135.24,bull,5.60,1.08,true,9.89,-1.47,true,0.23,0.26,false
KMB,2025-12-24,box_bottom,101.08,bull,0.32,-1.04,true,-3.13,0.53,false,0.06,0.34,false
KMB,2025-12-26,box_bottom,101.00,bull,-2.90,-0.38,false,-2.70,0.70,false,-0.36,0.75,false
KMI,2025-10-30,box_bottom,26.08,bull,0.15,-1.40,true,3.11,-1.15,true,4.75,0.52,true
KMI,2025-11-05,box_bottom,25.92,bull,4.21,0.86,true,3.47,-2.21,true,7.41,1.01,true
KO,2026-03-23,box_bottom,75.11,bear,1.54,-3.57,true,1.07,0.59,true,-0.55,7.43,false
KO,2026-03-25,box_bottom,75.25,bear,1.10,-0.24,true,3.89,3.52,true,1.37,7.86,false
KR,2025-11-06,box_bottom,63.43,bull,4.00,0.26,true,3.89,-2.65,true,-1.14,2.29,false
KVUE,2026-03-16,box_bottom,17.71,bear,-0.62,-2.04,true,-2.65,-5.54,true,-1.86,3.80,false
KVUE,2026-03-23,box_bottom,17.60,bear,-2.05,-3.57,true,-4.94,0.59,false,-1.70,7.43,false
L,2026-01-22,box_bottom,102.40,bull,2.23,0.73,true,8.29,-1.65,true,7.20,0.07,true
L,2026-01-23,box_bottom,101.86,bull,3.64,0.40,true,9.24,0.20,true,6.72,-0.99,true
L,2026-03-23,box_bottom,106.45,bear,-0.58,-3.57,true,1.38,0.59,true,4.73,7.43,false
L,2026-05-14,box_bottom,105.20,bull,3.78,-0.73,true,-1.57,1.11,false,2.78,-0.86,true
LDOS,2026-03-25,box_bottom,158.88,bear,-1.81,-0.24,false,-2.05,3.52,false,-7.10,7.86,false
LH,2025-12-22,box_bottom,255.06,bull,-0.78,0.32,false,-0.52,0.69,false,5.85,0.61,true
LH,2026-03-16,box_bottom,266.85,bear,-0.91,-2.04,true,-1.21,-5.54,true,0.76,3.80,false
LH,2026-03-23,box_bottom,264.42,bear,-0.31,-3.57,true,1.80,0.59,true,3.40,7.43,false
LH,2026-05-05,box_bottom,257.14,bull,0.08,1.99,false,-1.34,1.38,false,0.69,4.21,false
LHX,2025-12-03,box_bottom,277.74,bull,2.95,0.54,true,0.35,-1.83,true,9.63,-0.11,true
LHX,2026-03-02,squeeze_breakout,378.48,bear,-1.91,-1.18,false,-3.24,-2.53,false,-10.19,-7.93,false
LHX,2026-03-31,box_bottom,345.15,bear,4.87,3.95,true,3.12,7.63,false,-6.88,9.42,false
LHX,2026-04-30,box_bottom,320.55,bull,-6.04,1.80,false,-4.03,4.11,false,-1.68,5.26,false
LIN,2025-10-14,box_bottom,459.25,bull,-2.00,1.37,false,-3.60,3.75,false,-7.10,3.14,false
LIN,2025-10-17,box_bottom,450.89,bull,-1.08,1.94,false,-7.23,2.66,false,-6.10,1.13,false
LIN,2025-12-10,box_bottom,392.68,bull,7.55,-2.35,true,8.21,0.41,true,13.09,0.95,true
LMT,2025-11-11,box_bottom,457.07,bull,3.86,-3.36,true,-1.02,-1.17,true,2.38,0.67,true
LMT,2025-11-13,box_bottom,455.85,bull,2.72,-2.90,true,0.44,1.69,false,5.35,1.45,true
LMT,2026-03-31,box_bottom,604.39,bear,3.99,3.95,true,1.11,7.63,false,-15.65,9.42,false
LOW,2026-03-09,box_bottom,250.22,bear,-3.24,-1.36,false,-6.38,-3.37,false,-7.44,-2.81,false
LOW,2026-05-14,box_bottom,223.61,bull,-2.77,-0.73,false,-4.14,1.11,false,-1.27,-0.86,false
LVS,2026-01-08,box_bottom,61.90,bull,-2.08,0.40,false,-3.15,-0.04,false,-6.62,0.16,false
LVS,2026-01-21,box_bottom,59.60,bull,2.79,1.46,true,-3.52,0.12,false,-2.53,-0.13,false
LVS,2026-06-23,box_bottom,47.76,bull,-3.29,1.80,false,-3.29,1.61,false,0.00,0.00,false
LVS,2026-06-24,box_bottom,47.76,bull,-3.16,1.71,false,-2.74,2.52,false,0.00,0.00,false
MA,2026-01-22,box_bottom,532.86,bull,2.04,0.73,true,3.57,-1.65,true,-1.21,0.07,false
MAA,2025-10-13,box_bottom,134.54,bull,-1.23,1.25,false,-1.14,3.35,false,-3.71,2.78,false
MAA,2025-10-17,box_bottom,132.70,bull,0.97,1.94,false,-3.37,2.66,false,-1.33,1.13,false
MAA,2026-03-17,box_bottom,128.07,bear,-4.89,-2.63,false,-4.65,-3.05,false,-3.03,4.35,false
MAA,2026-03-23,box_bottom,122.39,bear,-0.55,-3.57,true,1.56,0.59,true,2.74,7.43,false
MAA,2026-03-26,box_bottom,122.15,bear,2.23,1.66,true,3.47,5.33,false,2.87,10.67,false
MAA,2026-03-30,box_bottom,121.72,bear,2.12,4.31,false,3.80,9.89,false,7.11,12.61,false
MAA,2026-03-31,box_bottom,122.12,bear,3.25,3.95,false,1.70,7.63,false,6.22,9.42,false
MAS,2025-11-13,box_bottom,61.80,bull,-2.75,-2.90,true,4.97,1.69,true,3.46,1.45,true
MCD,2026-01-06,box_bottom,302.77,bull,2.20,0.28,true,0.96,-0.93,true,6.91,-0.81,true
MCD,2026-01-07,box_bottom,304.16,bull,1.31,0.11,true,0.61,-0.09,true,6.35,-1.73,true
MCD,2026-03-25,box_bottom,311.70,bear,-1.41,-0.24,false,-0.69,3.52,false,-2.94,7.86,false
MCD,2026-03-30,box_bottom,308.53,bear,-1.19,4.31,false,-1.72,9.89,false,-5.23,12.61,false
MCD,2026-04-30,box_bottom,293.59,bull,-3.37,1.80,false,-6.34,4.11,false,-4.90,5.26,false
MCD,2026-05-11,box_bottom,274.60,bull,2.87,-0.09,true,1.70,1.53,true,2.79,-0.30,true
MCD,2026-05-12,box_bottom,274.84,bull,2.17,-0.60,true,2.21,1.66,true,2.79,-1.73,true
MCD,2026-05-14,box_bottom,274.97,bull,3.35,-0.73,true,1.54,1.11,true,3.58,-0.86,true
MCD,2026-05-15,box_bottom,276.39,bull,2.13,0.88,true,-0.10,2.62,false,3.52,2.12,true
MCHP,2026-01-06,squeeze_breakout,74.87,bull,-1.07,0.28,false,1.78,-0.93,true,4.49,-0.81,true
MCK,2026-03-24,box_bottom,881.94,bear,-1.88,-0.43,false,-1.22,3.50,false,-5.98,8.88,false
MCK,2026-03-25,box_bottom,879.75,bear,-0.84,-0.24,false,-0.72,3.52,false,-4.96,7.86,false
MCK,2026-04-30,box_bottom,815.20,bull,-7.41,1.80,false,-8.34,4.11,false,-8.93,5.26,false
MDLZ,2025-11-10,box_bottom,56.25,bull,-1.21,-2.31,true,-0.11,-1.87,true,-3.80,0.23,false
MDLZ,2025-12-15,box_bottom,54.26,bull,0.09,0.60,false,1.01,0.92,true,5.47,1.41,true
MDT,2025-11-04,box_bottom,90.42,bull,5.51,1.15,true,11.48,-2.25,true,12.77,1.28,true
MDT,2025-11-05,box_bottom,90.40,bull,5.98,0.86,true,11.00,-2.21,true,12.82,1.01,true
MDT,2025-12-30,box_bottom,96.66,bull,3.22,0.37,true,2.15,0.49,true,4.49,1.02,true
MDT,2026-01-02,box_bottom,96.05,bull,1.54,1.60,false,0.74,1.24,false,6.93,1.79,true
MDT,2026-03-09,box_bottom,91.34,bear,-3.39,-1.36,false,-4.57,-3.37,false,-5.39,-2.81,false
META,2026-01-21,box_bottom,612.96,bull,9.10,1.46,true,9.14,0.12,true,5.19,-0.13,true
META,2026-03-23,box_bottom,604.06,bear,-11.20,-3.57,false,-4.80,0.59,false,10.72,7.43,true
META,2026-03-25,box_bottom,594.89,bear,-2.63,-0.24,false,5.63,3.52,true,10.80,7.86,true
MGM,2026-02-04,squeeze_breakout,36.93,bull,-1.54,0.84,false,-1.27,-0.25,false,0.54,-0.71,true
MGM,2026-05-18,box_bottom,37.09,bull,3.67,1.62,true,30.39,2.83,true,29.36,1.58,true
MGM,2026-05-20,box_bottom,36.51,bull,17.58,1.80,true,31.31,2.14,true,28.29,0.74,true
MKC,2026-05-05,box_bottom,48.49,bull,-3.42,1.99,false,-2.56,1.38,false,-4.54,4.21,false
MKC,2026-05-06,box_bottom,48.49,bull,-5.96,1.16,false,-3.69,1.01,false,-3.86,3.17,false
MKC,2026-05-08,box_bottom,48.32,bull,-4.08,0.21,false,-1.08,1.09,false,-1.47,0.22,false
MMM,2025-12-24,box_bottom,160.34,bull,0.92,-1.04,true,3.06,0.53,true,-0.51,0.34,false
MMM,2025-12-26,box_bottom,162.08,bull,0.91,-0.38,true,3.62,0.70,true,-2.49,0.75,false
MMM,2026-05-05,box_bottom,142.82,bull,0.27,1.99,false,4.58,1.38,true,6.18,4.21,true
MNST,2026-03-10,box_bottom,76.70,bear,1.16,-0.94,true,-4.82,-3.54,false,-2.03,-0.17,false
MNST,2026-05-08,squeeze_breakout,86.29,bull,0.93,0.21,true,0.58,1.09,false,2.53,0.22,true
MO,2026-03-25,box_bottom,63.78,bear,2.67,-0.24,true,5.77,3.52,true,5.28,7.86,false
MO,2026-03-26,box_bottom,64.62,bear,1.76,1.66,true,4.27,5.33,false,3.50,10.67,false
MRK,2026-03-20,box_bottom,114.18,bear,4.77,-2.23,true,5.84,1.60,true,2.56,9.27,false
MRK,2026-04-29,box_bottom,110.95,bull,2.35,3.13,false,2.25,4.32,false,8.06,6.05,true
MRSH,2026-05-07,box_bottom,166.03,bull,-3.62,2.27,false,-0.55,1.52,false,-0.36,0.82,false
MRSH,2026-05-12,box_bottom,163.39,bull,1.64,-0.60,true,-1.71,1.66,false,2.30,-1.73,true
MRSH,2026-05-14,box_bottom,160.02,bull,3.19,-0.73,true,-0.03,1.11,false,5.41,-0.86,true
MRSH,2026-05-15,box_bottom,161.05,bull,1.90,0.88,true,0.93,2.62,false,3.19,2.12,true
MRVL,2026-03-06,squeeze_breakout,89.57,bear,-1.91,-1.50,false,-1.85,-3.54,true,22.26,-2.00,true
MS,2026-01-05,squeeze_breakout,186.54,bull,0.02,1.08,false,-2.38,-1.47,false,-1.95,0.26,false
MSCI,2025-10-20,box_bottom,536.70,bull,1.89,2.08,false,8.27,1.79,true,3.96,-0.84,true
MSCI,2025-12-05,box_bottom,538.26,bull,2.38,-0.57,true,5.58,-0.74,true,9.05,0.89,true
MSFT,2025-11-25,box_bottom,476.99,bull,0.16,1.31,false,0.33,1.86,false,2.31,2.28,true
MSFT,2026-01-22,box_bottom,451.14,bull,-3.91,0.73,false,-12.74,-1.65,false,-11.95,0.07,false
MSFT,2026-05-29,squeeze_breakout,450.24,bull,-7.46,-2.50,false,-13.22,-1.95,false,-18.14,-2.05,false
MSI,2026-03-31,box_bottom,433.97,bear,3.17,3.95,false,1.44,7.63,false,-1.09,9.42,false
MSI,2026-04-01,box_bottom,434.13,bear,1.93,3.77,false,2.38,7.08,false,1.13,9.68,false
MTB,2025-10-13,box_bottom,182.70,bull,-0.34,1.25,false,0.12,3.35,false,3.04,2.78,true
MTB,2025-10-17,box_bottom,180.67,bull,2.52,1.94,true,1.77,2.66,false,3.48,1.13,true
MTB,2026-05-14,box_bottom,205.74,bull,3.20,-0.73,true,5.04,1.11,true,12.71,-0.86,true
MTB,2026-05-18,box_bottom,206.27,bull,4.34,1.62,true,5.34,2.83,true,10.70,1.58,true
MTB,2026-05-19,box_bottom,206.56,bull,4.13,2.28,true,3.62,2.80,true,9.34,0.99,true
MTD,2026-02-02,box_bottom,1385.61,bull,-0.34,-0.21,false,-2.34,-1.81,false,-4.97,-2.17,false
NDSN,2026-03-11,box_bottom,273.69,bear,-2.24,-2.20,false,-1.04,-2.88,true,0.94,0.53,true
NDSN,2026-03-17,box_bottom,271.00,bear,-0.67,-2.63,true,-1.82,-3.05,true,1.48,4.35,false
NFLX,2026-06-05,box_bottom,82.18,bull,-2.24,0.57,false,-11.32,0.93,false,-7.30,1.38,false
NFLX,2026-06-10,box_bottom,82.00,bull,-6.15,2.14,false,-13.54,1.22,false,-10.52,4.07,false
NKE,2026-05-18,box_bottom,42.57,bull,5.57,1.62,true,2.72,2.83,false,5.80,1.58,true
NOC,2025-11-11,box_bottom,566.74,bull,0.00,-3.36,true,0.47,-1.17,true,-2.01,0.67,false
NOC,2025-11-14,box_bottom,558.00,bull,1.56,-1.92,true,-2.24,1.24,false,3.19,1.31,true
NOC,2025-11-17,box_bottom,563.03,bear,0.45,0.46,false,-2.85,2.38,false,1.01,1.98,false
NOC,2026-03-24,box_bottom,682.16,bear,0.01,-0.43,true,0.78,3.50,false,-13.57,8.88,false
NOC,2026-03-25,box_bottom,691.21,bear,0.84,-0.24,true,-0.09,3.52,false,-14.98,7.86,false
NOC,2026-03-31,box_bottom,682.24,bear,0.77,3.95,false,-0.53,7.63,false,-16.10,9.42,false
NOW,2025-12-29,box_bottom,154.58,bull,-3.73,0.58,false,-10.60,0.86,false,-16.15,1.10,false
NSC,2025-10-27,box_bottom,281.64,bull,0.19,-0.28,true,1.87,-0.55,true,0.52,-2.41,true
NSC,2025-10-30,box_bottom,281.62,bull,0.17,-1.40,true,0.68,-1.15,true,3.72,0.52,true
NSC,2025-10-31,box_bottom,283.38,bull,0.31,-1.63,true,0.21,-1.49,true,2.28,-0.26,true
NSC,2026-03-20,box_bottom,281.09,bear,0.77,-2.23,true,2.48,1.60,true,8.20,9.27,false
NSC,2026-03-25,box_bottom,282.61,bear,1.55,-0.24,true,4.49,3.52,true,13.74,7.86,true
NTAP,2026-01-06,box_bottom,106.62,bull,0.62,0.28,true,-8.94,-0.93,false,-5.71,-0.81,false
NTAP,2026-01-08,box_bottom,105.55,bull,2.70,0.40,true,-7.70,-0.04,false,-2.09,0.16,false
NTAP,2026-01-09,box_bottom,105.39,bull,-1.47,-0.35,false,-6.24,-0.19,false,-1.62,-0.02,false
NUE,2026-02-26,box_bottom,175.61,bull,-2.00,-1.16,false,-5.66,-3.37,false,-5.47,-6.41,true
O,2025-11-11,box_bottom,57.16,bull,0.31,-3.36,true,-0.77,-1.17,true,-0.86,0.67,false
O,2026-03-26,box_bottom,60.27,bear,3.22,1.66,true,5.77,5.33,true,5.08,10.67,false
O,2026-03-27,box_bottom,60.69,bear,1.88,3.92,false,4.33,8.20,false,3.39,12.79,false
O,2026-03-30,box_bottom,61.15,bear,1.77,4.31,false,4.35,9.89,false,3.92,12.61,false
O,2026-03-31,box_bottom,61.18,bear,2.63,3.95,false,4.54,7.63,false,3.45,9.42,false
OKE,2025-10-17,box_bottom,68.09,bull,0.76,1.94,false,-1.60,2.66,false,3.52,1.13,true
OKE,2025-10-20,box_bottom,68.53,bull,1.11,2.08,false,-4.63,1.79,false,0.48,-0.84,true
OKE,2026-03-20,squeeze_breakout,89.21,bear,5.32,-2.23,true,-0.80,1.60,false,-6.09,9.27,false
ON,2026-01-05,squeeze_breakout,58.69,bull,0.10,1.08,false,2.33,-1.47,true,1.26,0.26,true
ORCL,2026-05-29,squeeze_breakout,225.78,bull,-5.36,-2.50,false,-18.45,-1.95,false,-34.56,-2.05,false
ORLY,2025-12-22,box_bottom,91.75,bull,-0.31,0.32,false,-0.98,0.69,false,7.77,0.61,true
ORLY,2025-12-23,box_bottom,92.07,bull,-0.93,-0.88,false,-0.48,0.23,false,7.78,0.18,true
ORLY,2026-03-23,box_bottom,88.70,bear,3.84,-3.57,true,3.00,0.59,true,5.76,7.43,false
ORLY,2026-04-30,squeeze_breakout,99.40,bull,-4.85,1.80,false,-9.78,4.11,false,-12.60,5.26,false
OTIS,2025-11-20,box_bottom,86.86,bear,2.29,4.73,false,-0.47,5.08,false,0.23,4.30,false
OTIS,2025-11-21,box_bottom,88.06,bear,0.10,3.22,false,-2.20,3.73,false,-0.93,3.91,false
OTIS,2026-03-16,box_bottom,83.61,bear,-5.47,-2.04,false,-8.71,-5.54,false,-2.05,3.80,false
