Ticker,Date,Strategy,EntryPrice,MarketRegime,Ret5d,SpyRet5d,BeatSpy5d,Ret10d,SpyRet10d,BeatSpy10d,Ret20d,SpyRet20d,BeatSpy20d
OTIS,2026-03-17,box_bottom,84.14,bear,-7.31,-2.63,false,-8.39,-3.05,false,-3.73,4.35,false
OTIS,2026-05-06,box_bottom,76.71,bull,-4.52,1.16,false,-7.09,1.01,false,-8.94,3.17,false
PAYX,2025-11-04,box_bottom,115.14,bull,-3.04,1.15,false,-4.50,-2.25,false,-1.52,1.28,false
PAYX,2025-11-05,box_bottom,116.50,bull,-4.65,0.86,false,-5.97,-2.21,false,-4.06,1.01,false
PAYX,2026-01-30,box_bottom,103.13,bull,-4.46,-0.20,false,-8.48,-1.48,false,-8.61,-0.81,false
PAYX,2026-02-02,box_bottom,102.47,bull,-4.27,-0.21,false,-8.98,-1.81,false,-6.74,-2.17,false
PCAR,2026-03-16,box_bottom,115.63,bear,-1.13,-2.04,true,-2.73,-5.54,true,8.48,3.80,true
PCAR,2026-03-17,box_bottom,115.43,bear,0.32,-2.63,true,0.06,-3.05,true,6.97,4.35,true
PCAR,2026-05-12,box_bottom,113.03,bull,-3.23,-0.60,false,-0.68,1.66,false,0.85,-1.73,true
PCAR,2026-05-14,box_bottom,112.60,bull,-2.90,-0.73,false,-1.98,1.11,false,5.26,-0.86,true
PCG,2025-12-04,box_bottom,15.33,bull,-3.26,0.70,false,3.20,-1.16,true,5.22,0.49,true
PCG,2025-12-10,box_bottom,15.08,bull,3.98,-2.35,true,4.91,0.41,true,5.11,0.95,true
PCG,2026-03-25,box_bottom,17.44,bear,1.78,-0.24,true,6.82,3.52,true,-3.50,7.86,false
PCG,2026-03-30,box_bottom,17.48,bear,0.80,4.31,false,0.46,9.89,false,-6.98,12.61,false
PCG,2026-05-01,box_bottom,16.45,bull,-2.31,2.35,false,-1.95,2.57,false,-1.82,5.26,false
PCG,2026-05-05,box_bottom,16.33,bull,2.94,1.99,true,0.49,1.38,false,3.18,4.21,false
PEP,2026-01-08,box_bottom,139.37,bull,5.17,0.40,true,3.74,-0.04,true,22.33,0.16,true
PEP,2026-03-23,box_bottom,150.88,bear,3.94,-3.57,true,1.54,0.59,true,2.68,7.43,false
PEP,2026-03-24,box_bottom,150.59,bear,3.12,-0.43,true,2.80,3.50,false,2.12,8.88,false
PEP,2026-03-25,box_bottom,151.73,bear,1.92,-0.24,true,3.80,3.52,true,2.62,7.86,false
PEP,2026-03-26,box_bottom,150.83,bear,4.10,1.66,true,4.13,5.33,false,3.06,10.67,false
PEP,2026-03-27,box_bottom,153.04,bear,2.41,3.92,false,1.86,8.20,false,0.69,12.79,false
PEP,2026-05-21,box_bottom,148.85,bull,-3.13,1.85,false,-4.66,-0.70,false,-5.47,0.22,false
PEP,2026-06-03,box_bottom,142.54,bull,1.25,-3.82,true,-0.67,-1.76,true,1.18,-1.25,true
PEP,2026-06-09,box_bottom,142.78,bull,2.34,1.80,true,-0.36,-0.52,true,-3.45,1.99,false
PFE,2026-05-12,box_bottom,25.87,bull,-0.81,-0.60,false,1.31,1.66,false,-1.04,-1.73,true
PFE,2026-05-19,box_bottom,25.66,bull,2.14,2.28,false,-1.25,2.80,false,1.01,0.99,true
PFE,2026-07-07,box_bottom,24.07,bull,0.75,0.55,true,0.00,0.00,false,0.00,0.00,false
PFG,2026-03-23,box_bottom,86.55,bear,1.94,-3.57,true,5.21,0.59,true,10.61,7.43,true
PG,2025-11-07,box_bottom,146.98,bull,0.47,0.14,true,2.68,-1.78,true,-5.88,1.89,false
PG,2026-03-16,box_bottom,152.12,bear,-5.34,-2.04,false,-4.86,-5.54,true,-5.09,3.80,false
PG,2026-03-17,box_bottom,151.48,bear,-5.49,-2.63,false,-4.65,-3.05,false,-5.35,4.35,false
PGR,2025-10-22,box_bottom,222.63,bull,-6.58,2.93,false,-6.15,1.46,false,0.13,-0.77,true
PGR,2026-04-06,box_bottom,196.38,bear,1.62,4.12,false,3.77,7.56,false,1.46,8.97,false
PH,2026-03-23,box_bottom,906.06,bear,-4.92,-3.57,false,0.76,0.59,true,7.35,7.43,false
PH,2026-05-12,box_bottom,881.34,bull,-3.27,-0.60,false,-2.80,1.66,false,-0.65,-1.73,true
PKG,2025-10-20,box_bottom,205.88,bull,0.35,2.08,false,-5.00,1.79,false,-4.47,-0.84,false
PLD,2026-03-23,box_bottom,130.31,bear,-1.17,-3.57,true,2.23,0.59,true,8.91,7.43,true
PM,2026-03-10,box_bottom,172.87,bear,-0.02,-0.94,true,-5.21,-3.54,false,-6.90,-0.17,false
PNC,2025-10-13,box_bottom,186.92,bull,-2.54,1.25,false,-1.10,3.35,false,-0.98,2.78,false
PNC,2026-03-02,box_bottom,214.23,bear,-4.15,-1.18,false,-6.29,-2.53,false,-5.87,-7.93,true
PNC,2026-05-14,box_bottom,213.45,bull,2.30,-0.73,true,3.59,1.11,true,11.34,-0.86,true
PNW,2025-11-07,box_bottom,87.97,bull,0.48,0.14,true,1.34,-1.78,true,-0.74,1.89,false
PNW,2025-11-10,box_bottom,87.71,bull,1.65,-2.31,true,1.97,-1.87,true,-0.81,0.23,false
PNW,2026-03-26,box_bottom,98.56,bear,4.20,1.66,true,5.10,5.33,false,3.79,10.67,false
PPG,2025-10-13,box_bottom,98.86,bull,3.35,1.25,true,6.67,3.35,true,-2.96,2.78,false
PPG,2025-10-15,box_bottom,99.56,bull,2.61,0.40,true,-0.43,3.34,false,-2.08,2.74,false
PPG,2025-11-11,box_bottom,95.91,bull,-1.14,-3.36,true,3.85,-1.17,true,4.72,0.67,true
PPL,2025-11-05,box_bottom,36.37,bull,1.40,0.86,true,-2.25,-2.21,false,-6.08,1.01,false
PPL,2025-12-11,box_bottom,33.46,bull,3.86,-1.84,true,4.84,0.17,true,4.00,0.87,true
PPL,2026-05-11,box_bottom,36.24,bull,-3.61,-0.09,false,-0.33,1.53,false,-1.35,-0.30,false
PPL,2026-05-12,box_bottom,36.35,bull,-3.03,-0.60,false,-1.40,1.66,false,-2.12,-1.73,false
PPL,2026-05-19,box_bottom,35.25,bull,1.67,2.28,false,-0.65,2.80,false,0.23,0.99,false
PPL,2026-05-20,box_bottom,35.44,bull,-0.31,1.80,false,-0.79,2.14,false,-0.17,0.74,false
PSA,2025-11-11,box_bottom,277.86,bull,-2.29,-3.36,true,-1.99,-1.17,false,-3.69,0.67,false
PSA,2025-12-24,box_bottom,262.08,bull,-1.39,-1.04,false,6.13,0.53,true,6.36,0.34,true
PSX,2025-12-29,box_bottom,128.59,bull,6.27,0.58,true,7.08,0.86,true,10.49,1.10,true
PSX,2025-12-30,box_bottom,129.56,bull,6.42,0.37,true,9.13,0.49,true,11.21,1.02,true
PTC,2026-03-26,box_bottom,144.01,bear,-0.94,1.66,false,-7.34,5.33,false,-4.75,10.67,false
PYPL,2026-01-14,box_bottom,57.66,bull,-0.88,-0.20,false,-7.89,0.53,false,-32.22,-1.32,false
PYPL,2026-01-21,box_bottom,55.89,bull,-3.24,1.46,false,-26.59,0.12,false,-25.34,-0.13,false
Q,2026-05-11,squeeze_breakout,153.24,bull,-2.75,-0.09,false,7.39,1.53,true,-5.57,-0.30,false
QCOM,2026-03-19,box_bottom,131.28,bear,-0.56,-2.23,true,-3.41,-0.60,false,3.75,7.63,false
QCOM,2026-03-31,box_bottom,128.78,bear,-0.99,3.95,false,3.32,7.63,false,21.14,9.42,true
REG,2025-12-15,box_bottom,68.25,bull,1.26,0.60,true,1.98,0.92,true,2.45,1.41,true
REG,2026-03-30,box_bottom,74.89,bear,3.26,4.31,false,6.25,9.89,false,7.24,12.61,false
REG,2026-05-18,box_bottom,77.33,bull,2.15,1.62,true,-1.68,2.83,false,2.03,1.58,true
RF,2025-10-13,box_bottom,24.56,bull,-2.04,1.25,false,-1.30,3.35,false,1.95,2.78,false
RF,2026-03-02,box_bottom,27.97,bear,-3.61,-1.18,false,-9.44,-2.53,false,-9.76,-7.93,false
RJF,2025-10-14,box_bottom,162.54,bull,1.97,1.37,true,-1.75,3.75,false,0.60,3.14,false
RMD,2025-11-03,box_bottom,248.95,bull,0.46,-0.28,true,-1.70,-2.59,true,0.76,-0.26,true
RMD,2026-04-30,box_bottom,213.81,bull,-3.24,1.80,false,-5.31,4.11,false,-10.87,5.26,false
ROK,2026-05-05,squeeze_breakout,435.93,bull,4.39,1.99,true,-3.13,1.38,false,5.92,4.21,true
ROL,2025-10-17,box_bottom,55.82,bull,1.40,1.94,false,3.21,2.66,true,4.30,1.13,true
ROP,2026-01-16,box_bottom,416.14,bull,-1.80,0.15,false,-10.46,0.54,false,-24.18,-1.27,false
ROP,2026-01-22,box_bottom,407.48,bull,-10.43,0.73,false,-13.86,-1.65,false,-17.59,0.07,false
ROP,2026-01-23,box_bottom,407.61,bull,-8.93,0.40,false,-11.09,0.20,false,-17.64,-0.99,false
ROP,2026-01-26,box_bottom,408.67,bull,-8.82,0.39,false,-13.94,0.18,false,-17.37,-0.78,false
ROST,2025-11-21,squeeze_breakout,174.00,bear,2.01,3.22,false,2.41,3.73,false,3.84,3.91,false
RSG,2025-11-04,box_bottom,207.74,bull,-0.29,1.15,false,2.99,-2.25,true,3.67,1.28,true
RSG,2025-11-07,box_bottom,205.59,bull,2.05,0.14,true,6.52,-1.78,true,2.85,1.89,true
RSG,2026-03-25,box_bottom,215.55,bear,2.37,-0.24,true,0.67,3.52,false,-0.70,7.86,false
RSG,2026-03-26,box_bottom,217.27,bear,2.72,1.66,true,-1.20,5.33,false,-3.44,10.67,false
RTX,2026-03-25,box_bottom,195.00,bear,-0.14,-0.24,true,4.20,3.52,true,-8.05,7.86,false
SBAC,2025-10-10,box_bottom,189.10,bull,3.79,1.74,true,5.07,3.71,true,4.39,2.75,true
SBAC,2025-12-03,box_bottom,187.34,bull,1.00,0.54,true,1.93,-1.83,true,2.74,-0.11,true
SBAC,2025-12-04,box_bottom,190.00,bull,1.49,0.70,true,0.19,-1.16,true,0.03,0.49,false
SBAC,2026-05-18,box_bottom,203.34,bull,-0.79,1.62,false,-3.51,2.83,false,-3.74,1.58,false
SBAC,2026-06-26,box_bottom,183.76,bear,-1.74,3.06,false,1.82,2.77,false,0.00,0.00,false
SBUX,2026-06-05,box_bottom,95.29,bull,8.13,0.57,true,5.10,0.93,true,8.73,1.38,true
SHW,2026-03-09,box_bottom,333.40,bear,-3.21,-1.36,false,-5.83,-3.37,false,-5.83,-2.81,false
SHW,2026-05-14,box_bottom,309.18,bull,0.05,-0.73,true,-1.73,1.11,false,2.63,-0.86,true
SJM,2025-12-05,box_bottom,100.11,bull,1.46,-0.57,true,-1.42,-0.74,false,-4.20,0.89,false
SJM,2025-12-08,box_bottom,100.68,bull,0.99,-0.42,true,-1.52,0.18,false,-5.16,0.87,false
SJM,2026-01-06,box_bottom,95.91,bull,5.94,0.28,true,6.55,-0.93,true,13.16,-0.81,true
SJM,2026-01-07,box_bottom,95.48,bull,9.27,0.11,true,6.91,-0.09,true,14.45,-1.73,true
SJM,2026-02-26,squeeze_breakout,116.00,bull,-4.02,-1.16,false,-8.62,-3.37,false,-18.01,-6.41,false
SJM,2026-06-09,squeeze_breakout,112.39,bull,3.20,1.80,true,-0.68,-0.52,false,-1.35,1.99,false
SLB,2026-01-02,squeeze_breakout,40.20,bull,12.44,1.60,true,16.24,1.24,true,19.53,1.79,true
SNA,2026-03-19,box_bottom,360.77,bear,0.34,-2.23,true,1.33,-0.60,true,5.41,7.63,false
SNA,2026-03-23,box_bottom,362.55,bear,-1.64,-3.57,true,1.14,0.59,true,5.80,7.43,false
SNPS,2026-01-05,squeeze_breakout,494.19,bull,7.94,1.08,true,3.40,-1.47,true,-15.19,0.26,false
SO,2025-11-07,box_bottom,91.44,bull,-0.82,0.14,false,-2.37,-1.78,false,-6.43,1.89,false
SO,2025-11-12,box_bottom,91.89,bull,-3.09,-3.04,false,-1.80,-0.54,false,-7.79,0.85,false
SO,2025-11-17,box_bottom,90.58,bear,-1.59,0.46,false,-1.70,2.38,false,-5.38,1.98,false
SO,2025-11-21,box_bottom,89.27,bear,-0.29,3.22,false,-4.16,3.73,false,-3.98,3.91,false
SO,2025-11-24,box_bottom,89.14,bear,-0.11,1.91,false,-4.09,2.14,false,-3.09,2.88,false
SO,2025-11-25,box_bottom,89.29,bull,-1.47,1.31,false,-5.83,1.86,false,-2.37,2.28,false
SO,2025-12-11,box_bottom,84.73,bull,2.94,-1.84,true,2.88,0.17,true,2.37,0.87,true
SOLV,2025-11-04,box_bottom,68.59,bull,7.71,1.15,true,12.10,-2.25,true,24.29,1.28,true
SOLV,2026-01-30,box_bottom,76.97,bull,1.49,-0.20,true,-1.84,-1.48,false,-5.16,-0.81,false
SOLV,2026-02-02,box_bottom,76.91,bull,1.51,-0.21,true,-4.13,-1.81,false,-7.93,-2.17,false
SOLV,2026-02-04,box_bottom,76.49,bull,6.54,0.84,true,-3.77,-0.25,false,-7.47,-0.71,false
SOLV,2026-02-05,box_bottom,76.98,bear,-1.34,0.54,false,-5.25,1.74,false,-9.83,-0.77,false
SOLV,2026-07-16,squeeze_breakout,81.70,bull,0.00,0.00,false,0.00,0.00,false,0.00,0.00,false
SPG,2026-03-16,box_bottom,189.33,bear,-4.14,-2.04,false,-3.69,-5.54,true,7.20,3.80,true
SPG,2026-03-25,box_bottom,181.57,bear,3.59,-0.24,true,9.58,3.52,true,12.17,7.86,true
SPG,2026-03-26,box_bottom,181.80,bear,3.78,1.66,true,10.32,5.33,true,10.65,10.67,false
SRE,2025-12-16,box_bottom,87.91,bull,0.88,1.34,false,0.43,0.45,false,4.16,1.97,true
SRE,2025-12-19,box_bottom,86.94,bull,2.27,1.07,true,0.87,1.65,false,-1.10,0.71,false
SRE,2026-04-24,box_bottom,93.20,bull,1.58,0.94,true,-1.79,3.32,false,-0.43,4.44,false
SRE,2026-04-28,box_bottom,92.90,bull,1.58,1.70,false,0.55,3.72,false,-1.77,5.45,false
STE,2025-12-19,box_bottom,254.34,bull,0.74,1.07,false,2.24,1.65,true,2.69,0.71,true
STE,2026-06-18,box_bottom,202.61,bull,6.45,-2.38,true,5.27,0.61,true,0.00,0.00,false
STX,2026-01-06,squeeze_breakout,330.42,bull,-3.63,0.28,false,4.18,-0.93,true,26.70,-0.81,true
STZ,2025-10-31,box_bottom,131.38,bull,-2.84,-1.63,false,-1.69,-1.49,false,4.94,-0.26,true
STZ,2025-11-05,box_bottom,130.62,bull,-0.18,0.86,false,-1.03,-2.21,true,5.67,1.01,true
STZ,2025-11-10,box_bottom,128.47,bull,1.94,-2.31,true,2.83,-1.87,true,11.60,0.23,true
STZ,2026-05-05,box_bottom,149.80,bull,-4.85,1.99,false,-2.22,1.38,false,-9.61,4.21,false
STZ,2026-07-09,box_bottom,132.44,bull,2.48,-0.13,true,0.00,0.00,false,0.00,0.00,false
SYY,2025-11-05,box_bottom,73.18,bull,3.06,0.86,true,3.48,-2.21,true,0.36,1.01,false
SYY,2026-03-24,box_bottom,82.34,bear,-13.37,-0.43,false,-8.73,3.50,false,-8.27,8.88,false
T,2025-12-17,box_bottom,24.36,bear,1.23,2.83,false,0.82,1.75,false,-3.57,3.02,false
T,2025-12-22,box_bottom,24.30,bull,2.10,0.32,true,-1.36,0.69,false,-2.96,0.61,false
T,2026-01-21,box_bottom,23.50,bull,2.43,1.46,true,15.83,0.12,true,18.64,-0.13,true
TAP,2025-10-31,box_bottom,43.72,bull,5.97,-1.63,true,6.22,-1.49,true,7.30,-0.26,true
TAP,2025-11-04,box_bottom,43.67,bull,7.99,1.15,true,6.37,-2.25,true,5.89,1.28,true
TDG,2025-12-19,box_bottom,1276.83,bull,3.06,1.07,true,8.42,1.65,true,13.56,0.71,true
TDY,2026-03-23,box_bottom,623.80,bear,-6.37,-3.57,false,1.81,0.59,true,3.04,7.43,false
TDY,2026-03-24,box_bottom,626.06,bear,-3.36,-0.43,false,5.47,3.50,true,4.89,8.88,false
TDY,2026-03-25,box_bottom,625.37,bear,-1.18,-0.24,false,4.73,3.52,true,4.22,7.86,false
TEL,2025-10-21,squeeze_breakout,228.22,bull,3.65,2.35,true,6.72,0.59,true,1.45,-1.67,true
TER,2025-10-29,squeeze_breakout,173.94,bull,7.85,-1.43,true,3.06,-0.58,true,3.13,-1.12,true
TER,2026-01-05,squeeze_breakout,219.50,bull,2.21,1.08,true,2.04,-1.47,true,28.92,0.26,true
TFC,2025-10-13,box_bottom,42.95,bull,1.16,1.25,false,3.91,3.35,true,5.05,2.78,true
TFC,2026-05-14,box_bottom,47.13,bull,1.61,-0.73,true,2.29,1.11,true,9.61,-0.86,true
TFC,2026-05-18,box_bottom,47.05,bull,3.46,1.62,true,2.27,2.83,false,4.42,1.58,true
TJX,2026-01-30,box_bottom,149.81,bull,4.04,-0.20,true,3.10,-1.48,true,6.76,-0.81,true
TJX,2026-04-30,box_bottom,156.75,bull,-1.45,1.80,false,-6.00,4.11,false,-1.28,5.26,false
TJX,2026-05-12,box_bottom,150.26,bull,0.28,-0.60,true,4.49,1.66,true,11.58,-1.73,true
TJX,2026-07-07,box_bottom,154.11,bull,-2.45,0.55,false,0.00,0.00,false,0.00,0.00,false
TJX,2026-07-10,box_bottom,151.34,bull,2.06,-1.54,true,0.00,0.00,false,0.00,0.00,false
TKO,2025-10-22,box_bottom,186.97,bull,-0.20,2.93,false,0.14,1.46,false,0.75,-0.77,true
TKO,2025-10-23,box_bottom,186.85,bull,0.50,1.20,false,-3.13,-0.22,false,-5.54,-2.86,false
TKO,2026-04-22,box_bottom,186.26,bull,-1.37,0.05,false,2.26,3.18,false,4.31,4.22,true
TMUS,2025-12-15,box_bottom,196.16,bull,-0.20,0.60,false,3.89,0.92,true,-2.11,1.41,false
TMUS,2025-12-16,box_bottom,198.00,bull,-0.17,1.34,false,2.55,0.45,true,-3.71,1.97,false
TMUS,2026-01-22,box_bottom,185.39,bull,2.10,0.73,true,8.88,-1.65,true,16.22,0.07,true
TMUS,2026-01-23,box_bottom,186.03,bull,6.01,0.40,true,6.11,0.20,true,18.23,-0.99,true
TRMB,2025-10-13,box_bottom,77.06,bull,1.97,1.25,true,5.27,3.35,true,3.43,2.78,true
TROW,2026-01-05,squeeze_breakout,106.49,bull,0.33,1.08,false,-2.64,-1.47,false,-3.60,0.26,false
TRV,2026-01-14,box_bottom,272.74,bull,2.10,-0.20,true,4.23,0.53,true,9.05,-1.32,true
TRV,2026-01-21,box_bottom,272.65,bull,3.44,1.46,true,8.28,0.12,true,9.99,-0.13,true
TSCO,2025-10-10,box_bottom,54.24,bull,1.77,1.74,true,3.76,3.71,true,0.06,2.75,false
TSCO,2026-03-09,box_bottom,50.67,bear,-3.73,-1.36,false,-9.87,-3.37,false,-13.87,-2.81,false
TT,2025-12-19,box_bottom,389.84,bull,1.12,1.07,true,-2.24,1.65,false,1.41,0.71,true
TTWO,2026-01-22,box_bottom,241.10,bull,-0.76,0.73,false,-19.85,-1.65,false,-17.16,0.07,false
TTWO,2026-03-25,box_bottom,193.05,bear,2.67,-0.24,true,2.59,3.52,false,8.73,7.86,true
TTWO,2026-03-30,box_bottom,193.08,bear,2.72,4.31,false,6.23,9.89,false,10.32,12.61,false
TTWO,2026-06-09,box_bottom,212.05,bull,8.45,1.80,true,11.19,-0.52,true,16.06,1.99,true
TXN,2026-01-06,squeeze_breakout,192.10,bull,-1.86,0.28,false,1.20,-0.93,true,16.04,-0.81,true
TXT,2026-03-23,box_bottom,89.03,bear,-3.46,-3.57,true,-1.52,0.59,false,1.98,7.43,false
TXT,2026-04-30,squeeze_breakout,95.96,bull,-4.55,1.80,false,-4.61,4.11,false,-4.38,5.26,false
UAL,2026-01-29,box_bottom,103.94,bull,2.07,-2.37,true,5.16,-1.84,true,2.27,-1.16,true
UBER,2026-02-02,box_bottom,80.84,bull,-8.57,-0.21,false,-12.75,-1.81,false,-5.54,-2.17,false
UBER,2026-05-28,box_bottom,70.92,bull,1.82,0.33,true,-1.93,-2.23,true,7.45,-3.39,true
UDR,2025-10-10,box_bottom,35.71,bull,1.06,1.74,false,1.48,3.71,false,-3.47,2.75,false
UDR,2026-03-17,box_bottom,35.81,bear,-4.75,-2.63,false,-5.67,-3.05,false,-2.65,4.35,false
UDR,2026-03-26,box_bottom,34.07,bear,1.67,1.66,true,3.05,5.33,false,2.05,10.67,false
UDR,2026-03-30,box_bottom,33.66,bear,3.12,4.31,false,4.34,9.89,false,7.58,12.61,false
UDR,2026-03-31,box_bottom,33.78,bear,3.67,3.95,false,3.20,7.63,false,7.05,9.42,false
UDR,2026-04-01,box_bottom,34.24,bear,1.81,3.77,false,0.03,7.08,false,6.13,9.68,false
ULTA,2025-10-23,box_bottom,524.48,bull,-2.83,1.20,false,-2.79,-0.22,false,-5.35,-2.86,false
ULTA,2025-10-27,box_bottom,522.82,bull,-1.03,-0.28,false,-1.20,-0.55,false,-1.57,-2.41,true
ULTA,2025-10-30,box_bottom,509.66,bull,0.04,-1.40,true,4.75,-1.15,true,5.72,0.52,true
UNH,2026-03-30,box_bottom,261.79,bear,17.55,4.31,true,20.02,9.89,true,40.10,12.61,true
UNP,2025-10-27,box_bottom,218.23,bull,0.27,-0.28,true,2.59,-0.55,true,2.87,-2.41,true
UNP,2025-10-30,box_bottom,218.83,bull,-0.38,-1.40,true,1.21,-1.15,true,5.94,0.52,true
UNP,2025-10-31,box_bottom,220.37,bull,0.50,-1.63,true,1.20,-1.49,true,4.99,-0.26,true
UNP,2026-03-23,box_bottom,238.37,bear,0.36,-3.57,true,3.25,0.59,true,5.40,7.43,false
USB,2025-10-13,box_bottom,46.16,bull,2.04,1.25,true,3.55,3.35,true,3.08,2.78,true
USB,2026-03-04,box_bottom,54.34,bear,-3.88,-1.28,false,-5.56,-3.46,false,-2.93,-4.36,true
USB,2026-05-14,box_bottom,53.42,bull,2.13,-0.73,true,2.68,1.11,true,10.33,-0.86,true
V,2025-11-20,box_bottom,323.77,bear,3.30,4.73,false,2.31,5.08,false,7.87,4.30,true
V,2026-01-23,box_bottom,326.18,bull,-1.33,0.40,false,1.66,0.20,true,-6.03,-0.99,false
V,2026-03-20,box_bottom,301.62,bear,-2.02,-2.23,true,0.57,1.60,false,4.08,9.27,false
V,2026-03-23,box_bottom,304.44,bear,-1.61,-3.57,true,-0.62,0.59,false,1.81,7.43,false
VICI,2025-10-17,box_bottom,30.86,bull,1.07,1.94,false,-2.82,2.66,false,-1.62,1.13,false
VICI,2025-11-26,box_bottom,28.83,bull,-2.88,0.69,false,-2.46,1.40,false,-2.43,1.56,false
VICI,2025-12-08,box_bottom,27.92,bull,2.44,-0.42,true,-0.21,0.18,false,-1.29,0.87,false
VICI,2025-12-11,box_bottom,28.12,bull,-0.07,-1.84,true,0.04,0.17,false,-0.82,0.87,false
VICI,2026-03-24,box_bottom,27.30,bear,0.07,-0.43,true,1.58,3.50,false,3.30,8.88,false
VICI,2026-03-26,box_bottom,27.16,bear,1.84,1.66,true,3.50,5.33,false,4.64,10.67,false
VICI,2026-03-30,box_bottom,27.11,bear,2.66,4.31,false,4.61,9.89,false,5.68,12.61,false
VLO,2025-10-17,box_bottom,157.77,bull,8.42,1.94,true,7.47,2.66,true,15.21,1.13,true
VLO,2025-12-22,box_bottom,163.55,bull,0.80,0.32,true,12.42,0.69,true,14.27,0.61,true
VLO,2025-12-23,box_bottom,164.77,bull,-1.20,-0.88,false,16.11,0.23,true,13.55,0.18,true
VLTO,2026-03-19,box_bottom,89.66,bear,-3.65,-2.23,false,-1.84,-0.60,false,1.47,7.63,false
VRSN,2025-10-14,box_bottom,265.01,bull,0.55,1.37,false,-9.30,3.75,false,-6.16,3.14,false
VRSN,2026-06-16,box_bottom,273.87,bull,-7.96,-2.28,false,-6.56,-0.61,false,0.49,0.05,true
VTR,2026-01-12,box_bottom,75.68,bull,3.30,-2.53,true,0.36,0.05,true,10.86,-0.44,true
VTR,2026-06-04,box_bottom,79.10,bull,6.06,-2.55,true,3.16,-1.37,true,16.57,-0.77,true
VZ,2026-04-15,box_bottom,45.03,bull,2.11,1.61,true,3.51,1.66,true,4.84,6.05,false
WAT,2025-12-19,box_bottom,378.03,bull,1.87,1.07,true,5.95,1.65,true,4.94,0.71,true
WDC,2025-10-29,squeeze_breakout,141.38,bull,13.24,-1.43,true,17.49,-0.58,true,11.57,-1.12,true
WDC,2026-01-06,squeeze_breakout,219.38,bull,-2.45,0.28,false,10.27,-0.93,true,22.81,-0.81,true
WEC,2025-11-04,box_bottom,111.87,bull,0.56,1.15,false,-0.24,-2.25,true,-4.09,1.28,false
WEC,2025-12-15,box_bottom,105.26,bull,-0.37,0.60,false,0.79,0.92,false,1.72,1.41,true
WELL,2025-12-22,box_bottom,186.43,bull,0.84,0.32,true,-0.42,0.69,false,-2.40,0.61,false
WELL,2025-12-23,box_bottom,186.86,bull,-0.67,-0.88,true,-0.29,0.23,false,-1.70,0.18,false
WFC,2025-10-13,box_bottom,78.92,bull,9.00,1.25,true,10.25,3.35,true,9.10,2.78,true
WM,2025-11-04,box_bottom,200.68,bull,1.29,1.15,true,5.29,-2.25,true,7.71,1.28,true
WM,2025-11-05,box_bottom,200.54,bull,1.63,0.86,true,7.54,-2.21,true,6.81,1.01,true
WM,2026-01-21,squeeze_breakout,226.49,bull,2.26,1.46,true,-0.03,0.12,false,3.06,-0.13,true
WM,2026-03-26,box_bottom,226.51,bear,3.93,1.66,true,1.30,5.33,false,1.33,10.67,false
WMB,2025-10-30,box_bottom,57.62,bull,0.56,-1.40,true,3.42,-1.15,true,5.74,0.52,true
WMB,2025-10-31,box_bottom,57.87,bull,2.95,-1.63,true,5.39,-1.49,true,6.17,-0.26,true
WMB,2025-11-05,box_bottom,57.54,bull,5.02,0.86,true,2.35,-2.21,true,10.64,1.01,true
WMT,2025-11-20,squeeze_breakout,107.11,bear,3.17,4.73,false,7.47,5.08,true,6.77,4.30,true
WRB,2026-03-25,box_bottom,64.49,bear,1.22,-0.24,true,4.22,3.52,true,6.14,7.86,false
WRB,2026-03-26,box_bottom,65.26,bear,1.12,1.66,false,0.67,5.33,false,1.95,10.67,false
WRB,2026-03-27,box_bottom,64.74,bear,2.19,3.92,false,3.43,8.20,false,2.26,12.79,false
WST,2026-01-21,box_bottom,255.16,bull,-7.55,1.46,false,-7.10,0.12,false,-4.44,-0.13,false
WTW,2026-01-29,box_bottom,316.25,bull,3.50,-2.37,true,-10.52,-1.84,false,-3.50,-1.16,false
WY,2025-10-21,box_bottom,23.71,bull,0.13,2.35,false,-4.72,0.59,false,-9.03,-1.67,false
WY,2025-11-18,box_bottom,21.57,bear,2.64,2.26,true,1.39,3.61,false,10.01,1.71,true
WY,2026-02-26,box_bottom,24.52,bull,0.45,-1.16,true,-6.08,-3.37,false,-3.75,-6.41,true
WY,2026-02-27,box_bottom,24.53,bear,-0.12,-1.98,true,-4.36,-3.45,false,-2.73,-7.57,true
WY,2026-03-02,box_bottom,24.62,bear,-0.69,-1.18,true,-3.61,-2.53,false,-1.38,-7.93,true
WY,2026-05-12,box_bottom,23.45,bull,-2.39,-0.60,false,4.52,1.66,true,3.03,-1.73,true
WY,2026-05-14,box_bottom,23.35,bull,0.73,-0.73,true,4.97,1.11,true,6.42,-0.86,true
WY,2026-05-18,box_bottom,22.87,bull,4.15,1.62,true,6.65,2.83,true,8.40,1.58,true
WY,2026-05-19,box_bottom,22.89,bull,7.08,2.28,true,6.90,2.80,true,6.29,0.99,true
WYNN,2026-01-08,box_bottom,118.27,bull,-0.76,0.40,false,-3.99,-0.04,false,-0.26,0.16,false
WYNN,2026-01-14,box_bottom,116.88,bull,-1.56,-0.20,false,-6.82,0.53,false,-7.73,-1.32,false
WYNN,2026-07-06,box_bottom,95.89,bull,1.29,-0.28,true,0.00,0.00,false,0.00,0.00,false
